"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-16",,,"0.41",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-17",,,"0.13",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-18",,,"0.48",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-19",,,"0.74",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-20",,,"0.02",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-25",,,"0.58",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-26",,,"0.25",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-02-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-02",,,"0.11",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-03",,,"0.05",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-06",,,"0.13",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-07",,,"0.25",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-08",,,"0.01",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-14",,,"0.05",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-15",,,"0.00",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-16",,,"0.35",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-19",,,"0.40",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-20",,,"0.31",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-21",,,"0.29",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-22",,,"0.13",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-23",,,"0.10",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-24",,,"0.32",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-25",,,"0.95",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-26",,,"0.34",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-27",,,"0.19",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-29",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-03-31",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-06",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-07",,,"0.00",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-14",,,"0.01",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-22",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-24","    2","0.00",,,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-25",,,"0.04",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-29",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-04-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-06",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-07",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-15",,,"0.23",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-16",,,"0.06",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-17",,,"0.28",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-18",,,"0.43",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-19",,,"0.02",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-22",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-25",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-29",,,"0.03",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-05-31",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-02",,,"0.11",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-04",,,"0.05",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-06",,,"0.49",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-07",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-19",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-22","    2","0.00",,,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-25",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-29",,,"0.32",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-06-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-06",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-07",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-19",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-22",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-25",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-07-31",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-06",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-07",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-19",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-21","    2","0.00",,,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-22",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-25",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-29",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-08-31",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-06",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-07",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-10",,,"0.00",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-11",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-19",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-22",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-25",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-26",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-27",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-28",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-29",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-09-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-01",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-05",,,"0.51",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-06",,,"0.50",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-07",,,"0.04",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-10",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-11",,,"0.04",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-12",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-13",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-14",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-15",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-16",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-17",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-18",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-19",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-20",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-21",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-23",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-24",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-28","    4","0.00","0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-29",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-10-30",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-01","    2","0.00",,,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-02",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-03",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-04",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-05",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-06",,,"0.31",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-07",,,"0.01",,
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-08",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-09",,,"0.00","0.0",
"US1CASJ0003","STOCKTON 2.1 NW, CA US","2011-11-10",,,"0.00","0.0",
