"5059581",2011,20120531,3311,20110107,1517,"15306","3311","5","5","4","3311","0","0","0","","0","004","NORTH SUNRISE WY","VIA NEGOCIO","0.00","","Y","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","09",21800,"A","N","B","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5059585",2011,20120403,3311,20110106,1659,"15306","3311","4","5","4","3311","0","0","0","","0","006","RAMON RD","CROSSLEY","1056.00","E","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","03",22350,"","N","C","C","A","A","H","-","C","A","0","","","","","Y","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5059589",2011,20120522,3311,20110109,0420,"15669","","7","5","4","3311","0","0","0","","0","006","ARABY DR","ANZA DR","90.00","S","N","A","-","N","",,,"","",,"","","","Y","0",0,0,1,"A","-","07",21658,"A","M","H","I","A","A","H","-","D","D","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5065121",2011,20120314,3311,20110130,1858,"15546","DESER","7","5","4","3311","0","0","0","","0","002","NORTH INDIAN CANYON DR","TACHEVAH DR","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","03",22350,"","M","C","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5065125",2011,20120515,3311,20110130,0211,"15690","","7","5","4","3311","0","0","0","","0","004","E SAN RAFAEL DR","NORTH SUNRISE WY","1.00","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","08",22107,"","M","E","J","A","A","H","-","C","A","0","","","","","Y","","-","- ",0,0,0,0,0,0,0,0,0,"-","-"
"5065129",2011,20120516,3311,20110127,1024,"15306","3311","4","5","4","3311","0","0","0","","0","004","RT 111","SUNRISE WY","0.00","","Y","A","-","Y","RIV",8,111,"-","T",52.890,"H","-","S","Y","4",0,1,2,"A","-","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","07",0,0,1,0,0,0,0,0,0,"-","-"
"5065133",2011,20120514,3311,20110121,1601,"15652","3311","5","5","4","3311","0","0","0","","0","006","DINAH SHORE DR","CROSSLEY RD","15.00","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","03",22350,"","N","E","I","A","A","H","-","A","A","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"-","-"
"5065137",2011,20120314,3311,20110128,0849,"15652","3311","5","5","4","3311","0","0","0","","0","001","INDIAN CANYON DR","SAN RAFAEL DR","0.00","","Y","A","-","N","",,,"","",,"","","","Y","3",0,2,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","D","22",0,1,1,0,0,0,0,0,0,"-","-"
"5065141",2011,20120516,3311,20110129,0233,"15690","","6","5","4","3311","0","0","0","","0","006","EAST PALM CANYON DR","CERRITOS DR","0.00","","Y","A","-","Y","RIV",8,111,"-","T",52.610,"H","-","S","Y","4",0,1,1,"A","-","01",23152,"A","N","E","J","A","A","H","-","C","A","0","","","","","Y","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5065145",2011,20120314,3311,20110120,0618,"15602","3311","4","5","4","3311","0","0","0","","0","001","INDIAN CANYON DR","SAN RAFAEL DR","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","08",22107,"","N","A","C","A","A","H","-","B","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5065149",2011,20120514,3311,20110121,1050,"15602","3311","5","5","4","3311","0","0","0","","0","003","SUNRISE WY","E ARENAS","0.00","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","08",22107,"","N","E","I","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5065153",2011,20120314,3311,20110128,0058,"15484","2","5","5","4","3311","0","0","0","","0","002","SAN RAFAEL DR","SUNRISE WY","817.00","W","N","A","-","N","",,,"","",,"","","","N","4",0,2,2,"A","-","07",21658,"A","F","B","C","A","A","H","-","C","D","0","","","","","Y","","D","22",0,0,2,0,0,0,0,0,0,"-","-"
"5067476",2011,20120406,3311,20110131,1302,"15306","3311","1","5","4","3311","0","0","0","","0","006","RAMON RD","PASEO DOROTEA","0.00","","Y","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5067480",2011,20120601,3311,20110123,1920,"10301","","7","5","4","3311","0","0","0","","0","002","NORTH SUNRISE WY","E SAN RAFAEL DR","0.00","","Y","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5067812",2011,20120310,3311,20110202,0327,"10958","","3","5","4","3311","0","0","0","","0","006","EAST PALM CANYON DR","ARABY DR","25.00","E","N","A","-","N","",,,"","",,"","","","Y","3",0,1,1,"A","-","07",21658,"A","M","E","I","A","A","H","-","C","A","0","","","","","Y","Y","D","22",0,1,0,0,0,0,0,0,0,"-","-"
"5070313",2011,20120717,3311,20110222,1349,"15306","3311","2","5","4","3311","0","0","0","","0","006","GOLF CLUB DR","WAVERLY","350.00","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","09",21800,"A","N","E","I","A","A","H","-","A","A","0","","","","","Y","","I","11",0,0,0,0,0,0,0,0,0,"-","-"
"5073523",2011,20120324,3311,20110102,1647,"15765","","7","5","4","3311","0","0","0","","0","006","E TAHQUITZ CANYON WY","E SATURNINO DR","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","D","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5073527",2011,20120324,3311,20110117,1340,"15306","3311","1","5","4","3311","0","0","0","","0","","NORTH SUNRISE WY","PASEO EL MIRADOR","0.00","","Y","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","09",21801,"A","N","A","C","A","A","H","-","A","A","0","","","","","Y","","A","07",0,0,1,0,0,0,0,0,0,"-","-"
"5073531",2011,20120324,3311,20110120,0611,"15227","3311","4","5","4","3311","0","0","0","","0","004","N GENE AUTRY TRL","E VIA ESCUELA","1584.00","N","N","A","-","N","",,,"","",,"","","","Y","3",0,1,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","B","D","0","","","","","Y","","D","22",0,1,0,0,0,0,0,0,0,"-","-"
"5073535",2011,20120516,3311,20110122,1236,"15789","","6","5","4","3311","0","0","0","","0","001","NORTH PALM CANYON DR","W VIA ESCUELA","0.00","","Y","A","-","Y","RIV",8,111,"-","-",54.090,"I","5","S","N","3",0,1,1,"A","-","08",22107,"","N","F","A","A","A","H","-","A","D","0","","","Y","","Y","","C","02",0,1,0,0,0,0,0,0,1,"-","-"
"5073539",2011,20120324,3311,20110112,0610,"15602","3311","3","5","4","3311","0","0","0","","0","006","RAMON RD","VELLA RD","0.00","","Y","A","-","N","",,,"","",,"","","","N","3",0,1,2,"A","-","10",21950,"C","N","G","B","B","A","H","-","D","A","0","Y","","","","Y","","A","01",0,1,0,0,1,0,0,0,0,"-","-"
"5073543",2011,20120612,3311,20110118,0531,"10885","3311","2","5","4","3311","0","0","0","","0","003","NORTH INDIAN CANYON DR","E ALEJO RD","0.00","","Y","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","12",21453,"A","N","D","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5073547",2011,20120324,3311,20110114,2323,"15484","3311","5","5","4","3311","0","0","0","","0","001","NORTH INDIAN CANYON DR","RADIO RD","0.00","","Y","A","-","N","",,,"","",,"","","","N","3",0,2,2,"A","-","01",23152,"A","N","D","C","A","A","H","-","C","D","0","","","","","Y","Y","A","08",0,1,1,0,0,0,0,0,0,"-","-"
"5073551",2011,20120324,3311,20110114,0221,"15690","3","5","5","4","3311","0","0","0","","0","006","KIRK DOUGLAS WY","AIRPORT CENTRE DR","527.00","W","N","A","-","N","",,,"","",,"","","","Y","3",0,1,1,"A","-","07",21658,"A","M","E","I","A","A","H","-","E","A","0","","","","","Y","","-","- ",0,1,0,0,0,0,0,0,0,"-","-"
"5073555",2011,20120324,3311,20110109,0221,"15627","","7","5","4","3311","0","0","0","","0","003","RAMON RD","SOUTH PALM CANYON DR","0.00","","Y","A","-","N","",,,"","",,"","","","Y","3",0,3,2,"D","-","00",,"","N","D","C","A","A","H","-","C","A","0","","","","","Y","Y","-","- ",0,1,2,0,0,0,0,0,0,"-","-"
"5073559",2011,20120324,3311,20110113,2212,"15690","","4","5","4","3311","0","0","0","","0","006","DINAH SHORE DR","CROSSLEY RD","3696.00","E","N","A","-","N","",,,"","",,"","","","Y","4",0,2,1,"-","-","- ",,"","N","A","I","A","A","H","-","D","A","0","","","","","Y","","-","- ",0,0,2,0,0,0,0,0,0,"-","-"
"5073563",2011,20120612,3311,20110108,1714,"15765","","6","5","4","3311","0","0","0","","0","002","E VISTA CHINO","SUNRISE WY","308.00","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","01",23152,"A","N","E","I","A","A","H","-","D","D","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5073567",2011,20120516,3311,20110114,1607,"15579","3311","5","5","4","3311","0","0","0","","0","004","RT 111","E VIA ESCUELA","0.00","","Y","A","-","Y","RIV",8,111,"-","-",54.090,"I","5","S","Y","3",0,5,2,"A","-","12",21453,"A","N","A","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,1,4,0,0,0,0,0,0,"-","-"
"5073600",2011,20120324,3311,20110123,1232,"15375","","7","5","4","3311","0","0","0","","0","001","NORTH PALM CANYON DR","MERITO PL","81.00","S","N","A","-","N","",,,"","",,"","","","N","4",0,3,3,"A","-","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","D","22",0,0,3,0,0,0,0,0,0,"-","-"
"5079043",2011,20120516,3311,20110125,1735,"10884","3311","2","5","4","3311","0","0","0","","0","001","RT 111","YORBA RD","0.00","","Y","A","-","Y","RIV",8,111,"-","-",54.760,"I","5","N","Y","4",0,1,2,"A","-","09",21802,"A","N","D","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5079063",2011,20120312,3311,20110114,1222,"15602","3311","5","5","4","3311","0","0","0","","0","005","SOUTH PALM CANYON DR","SUNNY DUNES RD","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,3,"A","-","03",22350,"","M","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5079067",2011,20120529,3311,20110129,1348,"15652","3311","6","5","4","3311","0","0","0","","0","001","INDIAN CANYON DR N","TRAMVIEW RD","908.00","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","08",22107,"","N","E","I","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5079137",2011,20120326,3311,20110201,1644,"10729","3311","2","5","4","3311","0","0","0","","0","002","NORTH SUNRISE WY","E RACQUET CLUB","0.00","","Y","A","-","N","",,,"","",,"","","","Y","3",0,2,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,1,1,0,0,0,0,0,0,"-","-"
"5079141",2011,20120718,3311,20110203,1033,"15302","","4","5","4","3311","0","0","0","","0","001","RT 111","SNOW CREEK CANYON RD","1056.00","S","N","A","-","Y","RIV",8,111,"-","R",62.310,"H","-","S","Y","0",0,0,1,"A","-","01",23152,"A","N","H","A","A","A","H","-","A","A","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5079145",2011,20120326,3311,20110204,1523,"15652","3311","5","5","4","3311","0","0","0","","0","004","FARRELL DR","RESEARCH DR","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,4,"A","-","09",21802,"A","N","B","C","A","A","H","-","A","A","0","","","","","Y","","D","22",0,0,1,0,0,0,0,0,0,"-","-"
"5079149",2011,20120629,3311,20110207,0130,"8385","","1","5","4","3311","0","0","0","","0","001","TERRAZA LN","VENTANA RIDGE","0.00","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","07",21658,"A","M","H","I","A","A","H","-","D","D","0","","","","","Y","","-","- ",0,0,0,0,0,0,0,0,0,"-","-"
"5082544",2011,20120430,3311,20110318,1327,"15652","3311","5","5","4","3311","0","0","0","","0","002","SUNRISE WY","VISTA CHINO","219.00","N","N","A","-","N","",,,"","",,"","","","N","3",0,1,2,"A","-","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","Y","Y","","D","22",0,1,0,0,0,0,0,0,0,"-","-"
"5088561",2011,20120410,3311,20110209,0742,"15306","3311","3","5","4","3311","0","0","0","","0","003","TAHQUITZ CANYON WY","SUNRISE WY","0.00","","Y","A","-","N","",,,"","",,"","","","Y","2",0,1,1,"A","-","07",21658,"A","N","E","I","A","A","H","-","A","A","0","","","","","Y","","A","01",1,0,0,0,0,0,0,0,0,"-","-"
"5088565",2011,20120410,3311,20110211,1335,"15765","","5","5","4","3311","0","0","0","","0","003","AVENIDA CABALLEROS","E ALEJO RD","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","12",22450,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5088573",2011,20120410,3311,20110209,1158,"15302","","3","5","4","3311","0","0","0","","0","006","EAST RAMON RD","PASEO DOROTEA","7.00","E","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","09",21801,"A","N","G","B","B","A","H","-","A","A","0","Y","","","","Y","","A","01",0,0,1,0,1,0,0,0,0,"-","-"
"5088577",2011,20120626,3311,20110210,1911,"15763","DESER","4","5","4","3311","0","0","0","","0","006","EAST PALM CANYON DR","CHEROKEE DR","0.00","","Y","A","-","Y","RIV",8,111,"-","T",47.910,"H","-","S","Y","4",0,1,2,"A","-","01",23152,"A","N","C","C","A","A","H","-","C","A","0","","","","","Y","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5088581",2011,20120711,3311,20110205,2008,"15765","DESER","6","5","4","3311","0","0","0","","0","001","NORTH INDIAN CANYON DR","TRAIN STATION RD","0.00","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","01",23152,"A","N","C","C","A","A","H","-","D","D","0","","","Y","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5088593",2011,20120410,3311,20110210,1446,"15479","3311","4","5","4","3311","0","0","0","","0","004","GENE AUTRY TR","VISTA CHINO","1.00","N","N","A","-","N","",,,"","",,"","","","Y","4",0,2,2,"A","-","01",23153,"A","F","C","C","A","A","H","-","A","D","0","","","","","Y","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-"
"5090302",2011,20120229,3311,20110121,1245,"15652","","5","5","4","3311","0","0","0","","0","006","FARRELL DR","RAMON RD","1314.00","S","N","A","-","N","",,,"","",,"","","","Y","2",0,5,2,"A","-","08",22107,"","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",2,1,2,0,0,0,0,0,0,"-","-"
"5093806",2011,20120627,3311,20110227,2500,"15479","DESER","7","5","4","3311","0","0","0","","0","003","280 BLK","N BELARDO RD","0.00","","-","A","-","N","",,,"","",,"","","","Y","4",0,1,1,"A","-","01",23152,"","N","E","I","A","A","H","-","C","D","0","","","","","Y","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-"
"5093938",2011,20120514,3311,20110311,1826,"15669","","5","5","4","3311","0","0","0","","0","006","YUCCA DR","YUCCA DR 160","0.00","","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","21",22106,"","N","G","B","E","A","H","-","D","D","0","Y","","","","Y","","A","01",0,0,1,0,1,0,0,0,0,"-","-"
"5093942",2011,20120420,3311,20110313,2044,"10855","3311","7","5","4","3311","0","0","0","","0","006","CROSSLEY RD","RAMON RD","336.00","S","N","A","-","N","",,,"","",,"","","","Y","4",0,2,2,"A","-","01",23152,"A","N","D","C","A","A","H","-","D","D","0","","","","","Y","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-"
"5093946",2011,20120420,3311,20110313,0954,"10987","3311","7","5","4","3311","0","0","0","","0","002","N AVENIDA CABALLEROS","E VIA ESCUELA","0.00","","Y","A","-","N","",,,"","",,"","","","Y","4",0,2,2,"A","-","09",21802,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,2,0,0,0,0,0,0,"-","-"
"5093950",2011,20120801,3311,20110311,0730,"2","3311","5","5","4","3311","0","0","0","","0","002","NORTH INDIAN CANYON DR","RACQUET CLUB DR","80.00","S","N","A","-","N","",,,"","",,"","","","Y","0",0,0,1,"A","-","03",22350,"","N","E","I","A","A","H","-","A","A","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"-","-"
"5093954",2011,20120904,3311,20110313,1652,"15669","","7","5","4","3311","0","0","0","","0","006","PALM CANYON DR","GENE AUTRY TR","0.00","","Y","A","-","Y","RIV",8,111,"-","T",47.795,"I","6","S","N","0",0,0,4,"A","-","03",22350,"","M","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5093977",2011,20120801,3311,20110306,0025,"10301","","7","5","4","3311","0","0","0","","0","003","PALM CANYON DR","TAHQUITZ CANYON WY","21.00","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","01",23152,"A","N","B","C","A","A","H","-","C","D","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-"
"5097511",2011,20120317,3311,20110121,0623,"15602","3311","5","5","4","3311","0","0","0","","0","002","SUNRISE WY","N SUNRISE WY 1751","0.00","","Y","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","05",21202,"A","N","D","G","A","A","B","-","B","D","0","","Y","","","Y","","L","04",0,0,1,0,0,0,1,0,0,"-","-"
"5098315",2011,20120413,3311,20110219,1836,"15642","3311","6","5","4","3311","0","0","0","","0","006","E TAHQUITZ CANYON WY","NORTH SUNRISE WY","0.00","","Y","C","-","N","",,,"","",,"","","","Y","3",0,3,2,"A","-","12",21453,"A","N","B","C","A","B","H","-","C","A","0","","","","","Y","","D","22",0,1,2,0,0,0,0,0,0,"-","-"
"5104521",2011,20120621,3311,20110218,2121,"10301","","5","5","4","3311","0","0","0","","0","003","W ARENAS RD","S BELARDO RD","40.00","E","N","C","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","05",21650,"","N","B","C","A","B","H","-","C","D","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-"
